#,File Number,Trade Name,Corp Name,Business Status,Address,City,State,Zip,Mail Address,Mail City,Mail State,Mail Zip,County,Permit Number,Issue Date,Permit Status
,00259895CM-999,Seaboard Brewing Company,Seaboard Brewing Company LLC,Active,213 North Trade Street Bldg B,Matthews,,28105,3517 High Ridge Road,Charlotte,NC ,28270,Mecklenburg,00259895BW,7/3/2018 8:53,Active
,00259895CM-999,Seaboard Brewing Company,Seaboard Brewing Company LLC,Active,213 North Trade Street Bldg B,Matthews,,28105,3517 High Ridge Road,Charlotte,NC ,28270,Mecklenburg,00259895BM,7/3/2018 8:53,Active
509,00260057CM-999,Leveneleven Brewing,Big Dans Brew Shed LLC,Active,1111 Coliseum Blvd,Greensboro,,27403,2305 Carlford Road,Pleasant Garden,NC ,27313,Guilford,00260057BM,10/4/2018 13:57,Active
,00260057CM-999,Leveneleven Brewing,Big Dans Brew Shed LLC,Active,1111 Coliseum Blvd,Greensboro,,27403,2305 Carlford Road,Pleasant Garden,NC ,27313,Guilford,00260057BW,10/4/2018 13:57,Active
,00260057CM-999,Leveneleven Brewing,Big Dans Brew Shed LLC,Active,1111 Coliseum Blvd,Greensboro,,27403,2305 Carlford Road,Pleasant Garden,NC ,27313,Guilford,00260057DG,10/4/2018 13:57,Active
510,00260099CM-999,White Elephant Beer Company,Granite City Brews LLC,Active,225 Market Street,Mount Airy,,27030,,,,,Surry,00260099BM,10/4/2018 14:08,Active
,00260099CM-999,White Elephant Beer Company,Granite City Brews LLC,Active,225 Market Street,Mount Airy,,27030,,,,,Surry,00260099BW,10/4/2018 14:08,Active
511,00260135CM-999,French Broad River Brewery,French Broad Brewery LLC,Active,101 Fairview Road Unit B and D,Asheville,,28803,,,,,Buncombe,00260135BW,3/6/2019 16:43,Active
,00260135CM-999,French Broad River Brewery,French Broad Brewery LLC,Active,101 Fairview Road Unit B and D,Asheville,,28803,,,,,Buncombe,00260135BM,3/6/2019 16:43,Active
,00260135CM-999,French Broad River Brewery,French Broad Brewery LLC,Active,101 Fairview Road Unit B and D,Asheville,,28803,,,,,Buncombe,00260135DG,3/6/2019 16:43,Active
512,00260146CM-999,Steves Soulshine,Soulshine LLC,Active,3252 Roaring Creek Road,Newland,,28657,PO Box 638,New Albany,IN ,47151,Avery,00260146DH,8/29/2018 11:26,Active
,00260146CM-999,Steves Soulshine,Soulshine LLC,Active,3252 Roaring Creek Road,Newland,,28657,PO Box 638,New Albany,IN ,47151,Avery,00260146SE,8/29/2018 11:26,Active
,00260146CM-999,Steves Soulshine,Soulshine LLC,Active,3252 Roaring Creek Road,Newland,,28657,PO Box 638,New Albany,IN ,47151,Avery,00260146DI,8/29/2018 11:26,Active
513,00260239CM-999,Hugger Mugger Brewing,Hugger Mugger LLC,Active,229 Wicker Street,Sanford,,27330,PO Box 611,Carthage,NC ,28327,Lee,00260239BM,7/12/2018 15:57,Active
,00260239CM-999,Hugger Mugger Brewing,Hugger Mugger LLC,Active,229 Wicker Street,Sanford,,27330,PO Box 611,Carthage,NC ,28327,Lee,00260239DG,7/12/2018 15:57,Active
,00260239CM-999,Hugger Mugger Brewing,Hugger Mugger LLC,Active,229 Wicker Street,Sanford,,27330,PO Box 611,Carthage,NC ,28327,Lee,00260239BW,7/12/2018 15:57,Active
514,00260337CM-999,Brutopia ,Brutopia LLC,Active,1201 US Hwy 70 East Suite A,New Bern,,28560,106 Palisades Way,New Bern,NC ,28560,Craven,00260337DG,10/22/2018 15:05,Active
,00260337CM-999,Brutopia ,Brutopia LLC,Active,1201 US Hwy 70 East Suite A,New Bern,,28560,106 Palisades Way,New Bern,NC ,28560,Craven,00260337BW,10/22/2018 15:05,Active
,00260337CM-999,Brutopia ,Brutopia LLC,Active,1201 US Hwy 70 East Suite A,New Bern,,28560,106 Palisades Way,New Bern,NC ,28560,Craven,00260337BM,10/22/2018 15:05,Active
515,00260735CM-999,Divine Barrel Brewing  ,Divine Barrel Brewing LLC  ,Active,3701 North Davidson Street Suite 203,Charlotte,,28205,,,,,Mecklenburg,00260735DG,11/8/2018 9:55,Active
,00260735CM-999,Divine Barrel Brewing  ,Divine Barrel Brewing LLC  ,Active,3701 North Davidson Street Suite 203,Charlotte,,28205,,,,,Mecklenburg,00260735BM,11/8/2018 9:55,Active
,00260735CM-999,Divine Barrel Brewing  ,Divine Barrel Brewing LLC  ,Active,3701 North Davidson Street Suite 203,Charlotte,,28205,,,,,Mecklenburg,00260735BW,11/8/2018 9:55,Active
516,00261369CM-999,Glass Jug Beer Lab,Glass Jug LLC,Active,5410 NC Hwy 55 Suite V,Durham,,27713,,,,,Durham,00261369BW,11/13/2018 9:36,Active
,00261369CM-999,Glass Jug Beer Lab,Glass Jug LLC,Active,5410 NC Hwy 55 Suite V,Durham,,27713,,,,,Durham,00261369BM,11/13/2018 9:36,Active
,00261369CM-999,Glass Jug Beer Lab,Glass Jug LLC,Active,5410 NC Hwy 55 Suite V,Durham,,27713,,,,,Durham,00261369DG,11/13/2018 9:36,Active
517,00261403CM-999,Moon Brew ,Moon Brew LLC,Active,1475 River Ridge Drive,Clemmons,,27012,,,,,Forsyth,00261403BW,11/14/2018 11:03,Active
,00261403CM-999,Moon Brew ,Moon Brew LLC,Active,1475 River Ridge Drive,Clemmons,,27012,,,,,Forsyth,00261403BM,11/14/2018 11:03,Active
518,00261403CM-998,Moon Brew,Moon Brew LLC,Active,105 West Main Street,Jamestown,,27282,,,,,Guilford,00272224BW,6/24/2019 9:38,Active
,00261403CM-998,Moon Brew,Moon Brew LLC,Active,105 West Main Street,Jamestown,,27282,,,,,Guilford,00272224BM,6/24/2019 9:38,Active
519,00261646CM-999,Lizard Lick Brewing and Distillery,Lizard Lick Brewing and Distillery LLC,Active,138 East Vance Street,Zebulon,,27597,7805 Glory Road,Wendell,NC ,27591,Wake,00261646DH,11/29/2018 13:43,Active
,00261646CM-999,Lizard Lick Brewing and Distillery,Lizard Lick Brewing and Distillery LLC,Active,138 East Vance Street,Zebulon,,27597,7805 Glory Road,Wendell,NC ,27591,Wake,00261646DI,11/29/2018 13:43,Active
520,00261724CM-999,Triple C Brewing Company,Triple C Brewing Company LLC,Active,2900 Griffith Street,Charlotte,,28203,,,,,Mecklenburg,00261724BW,7/13/2018 13:33,Active
,00261724CM-999,Triple C Brewing Company,Triple C Brewing Company LLC,Active,2900 Griffith Street,Charlotte,,28203,,,,,Mecklenburg,00261724BM,7/13/2018 13:33,Active
,00261724CM-999,Triple C Brewing Company,Triple C Brewing Company LLC,Active,2900 Griffith Street,Charlotte,,28203,,,,,Mecklenburg,00261724DG,7/13/2018 13:33,Active
521,00261724CM-998,Barrel Room at Triple C,Triple C Brewing Company LLC,Active,2832 Griffith Street,Charlotte,,28202,2900 Griffith Street,Charlotte,NC ,28202,Mecklenburg,00251339BM,7/13/2018 13:59,Active
522,00262015CM-999,Chemist,Apothecary Beverage Company Inc,Active,151 Coxe Avenue Suite 10,Asheville,,28801,,,,,Buncombe,00262015SE,10/22/2018 14:03,Active
,00262015CM-999,Chemist,Apothecary Beverage Company Inc,Active,151 Coxe Avenue Suite 10,Asheville,,28801,,,,,Buncombe,00262015DH,10/22/2018 14:03,Active
,00262015CM-999,Chemist,Apothecary Beverage Company Inc,Active,151 Coxe Avenue Suite 10,Asheville,,28801,,,,,Buncombe,00262015DI,10/22/2018 14:03,Active
523,00262144CM-999,All Sevens Brewing,Rising Moon Endeavors Inc,Active,777 Haywood Road,Asheville,,28806,27 Tremont Street,Asheville,NC ,28806,Buncombe,00262144BM,9/20/2018 8:06,Active
,00262144CM-999,All Sevens Brewing,Rising Moon Endeavors Inc,Active,777 Haywood Road,Asheville,,28806,27 Tremont Street,Asheville,NC ,28806,Buncombe,00262144BW,9/20/2018 8:06,Active
,00262144CM-999,All Sevens Brewing,Rising Moon Endeavors Inc,Active,777 Haywood Road,Asheville,,28806,27 Tremont Street,Asheville,NC ,28806,Buncombe,00262144DG,9/20/2018 8:06,Active
524,00262285CM-999,Warehouse Distillery,Warehouse Distillery LLC,Active,2628 Northwest Blvd,Newton,,28658,PO Box 1538,Conover,NC ,28613,Catawba,00262285DH,7/3/2018 8:51,Active
,00262285CM-999,Warehouse Distillery,Warehouse Distillery LLC,Active,2628 Northwest Blvd,Newton,,28658,PO Box 1538,Conover,NC ,28613,Catawba,00262285SE,7/3/2018 8:51,Active
,00262285CM-999,Warehouse Distillery,Warehouse Distillery LLC,Active,2628 Northwest Blvd,Newton,,28658,PO Box 1538,Conover,NC ,28613,Catawba,00262285DI,7/3/2018 8:51,Active
525,00262745CM-999,Lake Gaston Brewing Company,Lake Gaston Brewing Company LLC,Active,124 Hay Street,Fayetteville,,28301,,,,,Cumberland,00262745BM,10/8/2018 11:43,Active
,00262745CM-999,Lake Gaston Brewing Company,Lake Gaston Brewing Company LLC,Active,124 Hay Street,Fayetteville,,28301,,,,,Cumberland,00262745BW,10/8/2018 11:43,Active
,00262745CM-999,Lake Gaston Brewing Company,Lake Gaston Brewing Company LLC,Active,124 Hay Street,Fayetteville,,28301,,,,,Cumberland,00262745DG,10/8/2018 11:43,Active
526,00262769CM-999,Mad Mole Brewing,Mad Mole Brewing LLC,Active,6309 Boathouse Road Unit C,Wilmington,,28403,,,,,New Hanover,00262769BW,10/8/2018 11:48,Active
,00262769CM-999,Mad Mole Brewing,Mad Mole Brewing LLC,Active,6309 Boathouse Road Unit C,Wilmington,,28403,,,,,New Hanover,00262769DG,10/8/2018 11:48,Active
,00262769CM-999,Mad Mole Brewing,Mad Mole Brewing LLC,Active,6309 Boathouse Road Unit C,Wilmington,,28403,,,,,New Hanover,00262769BM,10/8/2018 11:48,Active
527,00263035CM-999,Vecino Brewing,YesterYears Brewery LLC,Active,300 East Main Street Suite C,Carrboro,,27510,,,,,Orange,00263035DG,10/15/2018 10:30,Active
,00263035CM-999,Vecino Brewing,YesterYears Brewery LLC,Active,300 East Main Street Suite C,Carrboro,,27510,,,,,Orange,00263035BM,10/15/2018 10:30,Active
,00263035CM-999,Vecino Brewing,YesterYears Brewery LLC,Active,300 East Main Street Suite C,Carrboro,,27510,,,,,Orange,00263035BW,10/15/2018 10:30,Active
528,00263195CM-999,Funguys Brewing ,Funguys Brewing LLC,Active,2408 Paula Street,Raleigh,,27608,106 Rainbow Court,Cary,NC ,27511,Wake,00263195DG,10/18/2018 15:27,Active
,00263195CM-999,Funguys Brewing ,Funguys Brewing LLC,Active,2408 Paula Street,Raleigh,,27608,106 Rainbow Court,Cary,NC ,27511,Wake,00263195BW,10/18/2018 15:27,Active
,00263195CM-999,Funguys Brewing ,Funguys Brewing LLC,Active,2408 Paula Street,Raleigh,,27608,106 Rainbow Court,Cary,NC ,27511,Wake,00263195BM,10/18/2018 15:27,Active
529,00263642CM-999,3rd Degree Brewhouse,3rd Degree Brewhouse LLC,Cancelled,1625 North Main Street Suite 133-A,Fuquay Varina,,27526,308 Holly Green Lane,Holly Springs,NC ,27540,Wake,00263642BW,8/29/2018 11:28,Cancelled
,00263642CM-999,3rd Degree Brewhouse,3rd Degree Brewhouse LLC,Cancelled,1625 North Main Street Suite 133-A,Fuquay Varina,,27526,308 Holly Green Lane,Holly Springs,NC ,27540,Wake,00263642DG,8/29/2018 11:28,Cancelled
,00263642CM-999,3rd Degree Brewhouse,3rd Degree Brewhouse LLC,Cancelled,1625 North Main Street Suite 133-A,Fuquay Varina,,27526,308 Holly Green Lane,Holly Springs,NC ,27540,Wake,00263642BM,8/29/2018 11:28,Cancelled
530,00264197CM-999,Carolina Country Distillery,Carolina Comfort Distillery Inc,Cancelled,218 East Nash Street,Louisburg,,27549,10 Ferntree Lane,Youngsville,NC ,27596,Franklin,00264197DI,10/22/2018 15:15,Cancelled
,00264197CM-999,Carolina Country Distillery,Carolina Comfort Distillery Inc,Cancelled,218 East Nash Street,Louisburg,,27549,10 Ferntree Lane,Youngsville,NC ,27596,Franklin,00264197DH,10/22/2018 15:15,Cancelled
,00264197CM-999,Carolina Country Distillery,Carolina Comfort Distillery Inc,Cancelled,218 East Nash Street,Louisburg,,27549,10 Ferntree Lane,Youngsville,NC ,27596,Franklin,00264197SE,10/22/2018 15:15,Cancelled
531,00264485CM-999,Fishtowne Brew House,Beaufort Future LLC,Active,133-B Turner Street,Beaufort,,28516,425 Front Street,Beaufort,NC ,28516,Carteret,00264485DG,1/14/2019 9:57,Active
,00264485CM-999,Fishtowne Brew House,Beaufort Future LLC,Active,133-B Turner Street,Beaufort,,28516,425 Front Street,Beaufort,NC ,28516,Carteret,00264485BW,1/14/2019 9:57,Active
,00264485CM-999,Fishtowne Brew House,Beaufort Future LLC,Active,133-B Turner Street,Beaufort,,28516,425 Front Street,Beaufort,NC ,28516,Carteret,00264485BM,1/14/2019 9:57,Active
532,00264658CM-999,Oak City Brewing Company,Oak City Brewing Company,Active,616 North First Avenue,Knightdale,,27545,,,,,Wake,00264658BW,11/9/2018 11:50,Active
,00264658CM-999,Oak City Brewing Company,Oak City Brewing Company,Active,616 North First Avenue,Knightdale,,27545,,,,,Wake,00264658DG,11/9/2018 11:50,Active
,00264658CM-999,Oak City Brewing Company,Oak City Brewing Company,Active,616 North First Avenue,Knightdale,,27545,,,,,Wake,00264658BM,11/9/2018 11:50,Active
533,00264720CM-999,Black Mountain Brewing,Black Mountain Brewing and Distilling LLC,Active,131 Broadway Avenue,Black Mountain,,28711,117-C Cherry Street,Black Mountain,NC ,28711,Buncombe,00264720BW,11/5/2018 14:28,Active
,00264720CM-999,Black Mountain Brewing,Black Mountain Brewing and Distilling LLC,Active,131 Broadway Avenue,Black Mountain,,28711,117-C Cherry Street,Black Mountain,NC ,28711,Buncombe,00264720BM,11/5/2018 14:28,Active
,00264720CM-999,Black Mountain Brewing,Black Mountain Brewing and Distilling LLC,Active,131 Broadway Avenue,Black Mountain,,28711,117-C Cherry Street,Black Mountain,NC ,28711,Buncombe,00264720DG,9/12/2019 8:20,Active
534,00264942CM-999,King Canary Brewing Company,King Canary Brewing Company LLC,Active,562 Williamson Road,Mooresville,,28117,,,,,Iredell,00264942BM,2/8/2019 15:27,Active
,00264942CM-999,King Canary Brewing Company,King Canary Brewing Company LLC,Active,562 Williamson Road,Mooresville,,28117,,,,,Iredell,00264942BW,2/8/2019 15:27,Active
535,00265481CM-999,Cursus  ,Brouwerij Cursus Keme LLC ,Active,155 Thompson Street,Asheville,,28803,52 Mulvaney Street,Asheville,NC ,28803,Buncombe,00265481BM,3/18/2019 15:13,Active
,00265481CM-999,Cursus  ,Brouwerij Cursus Keme LLC ,Active,155 Thompson Street,Asheville,,28803,52 Mulvaney Street,Asheville,NC ,28803,Buncombe,00265481BW,3/18/2019 15:13,Active
536,00265506CM-999,Brewers at 4001 Yancey,Artisanal Brewing Ventures Charlotte LLC,Active,4001 Yancey Road Building A,Charlotte,,28217,"4001 Yancey Road Building A, Attn: Compliance Dept",Charlotte,NC ,28217,Mecklenburg,00265506DG,11/9/2018 14:14,Active
,00265506CM-999,Brewers at 4001 Yancey,Artisanal Brewing Ventures Charlotte LLC,Active,4001 Yancey Road Building A,Charlotte,,28217,"4001 Yancey Road Building A, Attn: Compliance Dept",Charlotte,NC ,28217,Mecklenburg,00265506BW,11/9/2018 14:14,Active
,00265506CM-999,Brewers at 4001 Yancey,Artisanal Brewing Ventures Charlotte LLC,Active,4001 Yancey Road Building A,Charlotte,,28217,"4001 Yancey Road Building A, Attn: Compliance Dept",Charlotte,NC ,28217,Mecklenburg,00265506BM,11/9/2018 14:14,Active
537,00265681CM-999,Whiteside Brewing Company,Whiteside Brewing Company LLC,Active,128 North Hwy 107,Cashiers,,28717,PO Box 196,Cashiers,NC ,28717,Jackson,00265681BW,11/14/2018 14:52,Active
,00265681CM-999,Whiteside Brewing Company,Whiteside Brewing Company LLC,Active,128 North Hwy 107,Cashiers,,28717,PO Box 196,Cashiers,NC ,28717,Jackson,00265681DG,11/14/2018 14:52,Active
,00265681CM-999,Whiteside Brewing Company,Whiteside Brewing Company LLC,Active,128 North Hwy 107,Cashiers,,28717,PO Box 196,Cashiers,NC ,28717,Jackson,00265681BM,11/14/2018 14:52,Active
538,00265851CM-999,Oaklyn Springs Brewery  ,Oaklyn Springs Brewery Inc  ,Active,2912 North Main Street Suite 100 and 104,Fuquay Varina,,27526,2229 Wade Nash Road,Holly Springs,NC ,27540,Wake,00265851BW,11/14/2018 13:33,Active
,00265851CM-999,Oaklyn Springs Brewery  ,Oaklyn Springs Brewery Inc  ,Active,2912 North Main Street Suite 100 and 104,Fuquay Varina,,27526,2229 Wade Nash Road,Holly Springs,NC ,27540,Wake,00265851BM,11/14/2018 13:33,Active
,00265851CM-999,Oaklyn Springs Brewery  ,Oaklyn Springs Brewery Inc  ,Active,2912 North Main Street Suite 100 and 104,Fuquay Varina,,27526,2229 Wade Nash Road,Holly Springs,NC ,27540,Wake,00265851DG,3/21/2019 14:28,Active
539,00266496CM-999,Camelback Brewing Company,Camelback Brewing Company LLC,Active,804 Spring Lane,Sanford,,27330,1502 Lord Ashley Drive,Sanford,NC ,27330,Lee,00266496BM,11/9/2018 16:14,Active
,00266496CM-999,Camelback Brewing Company,Camelback Brewing Company LLC,Active,804 Spring Lane,Sanford,,27330,1502 Lord Ashley Drive,Sanford,NC ,27330,Lee,00266496BW,11/9/2018 16:14,Active
,00266496CM-999,Camelback Brewing Company,Camelback Brewing Company LLC,Active,804 Spring Lane,Sanford,,27330,1502 Lord Ashley Drive,Sanford,NC ,27330,Lee,00266496DG,11/9/2018 16:14,Active
540,00266920CM-999,Fermented Nonsense Brewing,Fermented Nonsense Brewing LLC,Active,100 Julian Shoals Drive Unit 40 Room 100,Arden,,28704,100 Julian Shoals Drive Unit 40,Arden,NC ,28704,Buncombe,00266920BM,1/3/2019 8:57,Active
,00266920CM-999,Fermented Nonsense Brewing,Fermented Nonsense Brewing LLC,Active,100 Julian Shoals Drive Unit 40 Room 100,Arden,,28704,100 Julian Shoals Drive Unit 40,Arden,NC ,28704,Buncombe,00266920DG,1/3/2019 8:57,Active
,00266920CM-999,Fermented Nonsense Brewing,Fermented Nonsense Brewing LLC,Active,100 Julian Shoals Drive Unit 40 Room 100,Arden,,28704,100 Julian Shoals Drive Unit 40,Arden,NC ,28704,Buncombe,00266920BW,1/3/2019 8:57,Active
541,00267302CM-999,Pilot Brewing Company,Pilot Brewing Company LLC,Active,1331 Central Avenue Suite 104,Charlotte,,28205,505 East 6th Street Unit 1006,Charlotte,NC ,28202,Mecklenburg,00267302BM,10/22/2018 10:42,Active
,00267302CM-999,Pilot Brewing Company,Pilot Brewing Company LLC,Active,1331 Central Avenue Suite 104,Charlotte,,28205,505 East 6th Street Unit 1006,Charlotte,NC ,28202,Mecklenburg,00267302BW,10/22/2018 10:42,Active
,00267302CM-999,Pilot Brewing Company,Pilot Brewing Company LLC,Active,1331 Central Avenue Suite 104,Charlotte,,28205,505 East 6th Street Unit 1006,Charlotte,NC ,28202,Mecklenburg,00267302DG,10/22/2018 10:42,Active
542,00267382CM-999,Two Trees Distilling Company,Two Trees Distilling Company LLC,Active,17 Continuum Drive,Fletcher,,28732,,,,,Henderson,00267382DH,10/29/2019 10:19,Active
,00267382CM-999,Two Trees Distilling Company,Two Trees Distilling Company LLC,Active,17 Continuum Drive,Fletcher,,28732,,,,,Henderson,00267382DI,10/29/2019 10:19,Active
543,00267601CM-999,Unknown Barrelworks,Unknown Barrelworks LLC,Active,1327 South Mint Street Suite A,Charlotte,,28203,,,,,Mecklenburg,00267601SE,2/8/2019 15:24,Active
,00267601CM-999,Unknown Barrelworks,Unknown Barrelworks LLC,Active,1327 South Mint Street Suite A,Charlotte,,28203,,,,,Mecklenburg,00267601DH,2/8/2019 15:24,Active
,00267601CM-999,Unknown Barrelworks,Unknown Barrelworks LLC,Active,1327 South Mint Street Suite A,Charlotte,,28203,,,,,Mecklenburg,00267601DI,2/8/2019 15:24,Active
544,00267678CM-999,Peaks and Creeks Brewing Company  ,Tipping Point Tavern LLC,Cancelled,212 King Street Suite B,Brevard,,28712,,,,,Transylvania,00267678BW,1/14/2019 10:25,Cancelled
,00267678CM-999,Peaks and Creeks Brewing Company  ,Tipping Point Tavern LLC,Cancelled,212 King Street Suite B,Brevard,,28712,,,,,Transylvania,00267678DG,1/14/2019 10:25,Cancelled
,00267678CM-999,Peaks and Creeks Brewing Company  ,Tipping Point Tavern LLC,Cancelled,212 King Street Suite B,Brevard,,28712,,,,,Transylvania,00267678BM,1/14/2019 10:25,Cancelled
545,00267701CM-999,Skytown,Skytown Beer Company,Active,4712 New Centre Drive Suite 100,Wilmington,,28405,,,,,New Hanover,00267701BM,6/14/2019 8:09,Active
,00267701CM-999,Skytown,Skytown Beer Company,Active,4712 New Centre Drive Suite 100,Wilmington,,28405,,,,,New Hanover,00267701DG,6/14/2019 8:09,Active
,00267701CM-999,Skytown,Skytown Beer Company,Active,4712 New Centre Drive Suite 100,Wilmington,,28405,,,,,New Hanover,00267701BW,6/14/2019 8:09,Active
546,00267727CM-999,Sideways Farm and Brewery,Sideways Brewing Company LLC,Active,62 Eade Road,Etowah,,28729,,,,,Henderson,00267727BM,12/14/2018 10:15,Active
,00267727CM-999,Sideways Farm and Brewery,Sideways Brewing Company LLC,Active,62 Eade Road,Etowah,,28729,,,,,Henderson,00267727BW,12/14/2018 10:15,Active
,00267727CM-999,Sideways Farm and Brewery,Sideways Brewing Company LLC,Active,62 Eade Road,Etowah,,28729,,,,,Henderson,00267727DG,12/14/2018 10:15,Active
547,00267808CM-999,Copper Horse Distilling,Copper Horse Distilling LLC,Cancelled,9075 Industrial Blvd NE Unit B,Leland,,28451,,,,,Brunswick,00267808DI,11/9/2018 16:15,Cancelled
548,00268157CM-999,Goofy Foot Taproom and Brewery,Goofy Foot Taproom and Brewery LLC,Active,2762 Hwy 68 North Unit 109,High Point,,27265,,,,,Guilford,00268157BW,11/19/2018 15:13,Active
,00268157CM-999,Goofy Foot Taproom and Brewery,Goofy Foot Taproom and Brewery LLC,Active,2762 Hwy 68 North Unit 109,High Point,,27265,,,,,Guilford,00268157DG,11/19/2018 15:13,Active
,00268157CM-999,Goofy Foot Taproom and Brewery,Goofy Foot Taproom and Brewery LLC,Active,2762 Hwy 68 North Unit 109,High Point,,27265,,,,,Guilford,00268157BM,11/19/2018 15:13,Active
549,00268159CM-999,Fourth Creek Brewing Company,Fourth Creek Brewing Company LLC,Active,226 West Broad Street,Statesville,,28677,,,,,Iredell,00268159BM,11/19/2018 15:07,Active
,00268159CM-999,Fourth Creek Brewing Company,Fourth Creek Brewing Company LLC,Active,226 West Broad Street,Statesville,,28677,,,,,Iredell,00268159BW,11/19/2018 15:07,Active
,00268159CM-999,Fourth Creek Brewing Company,Fourth Creek Brewing Company LLC,Active,226 West Broad Street,Statesville,,28677,,,,,Iredell,00268159DG,11/19/2018 15:07,Active
550,00268180CM-999,Dry Falls Brewing Company,Dry Falls Brewing Company LLC,Active,425 Kanuga Road,Hendersonville,,28739,PO Box 8851,Asheville,NC ,28814,Henderson,00268180DG,11/9/2018 16:21,Active
,00268180CM-999,Dry Falls Brewing Company,Dry Falls Brewing Company LLC,Active,425 Kanuga Road,Hendersonville,,28739,PO Box 8851,Asheville,NC ,28814,Henderson,00268180BW,11/9/2018 16:21,Active
,00268180CM-999,Dry Falls Brewing Company,Dry Falls Brewing Company LLC,Active,425 Kanuga Road,Hendersonville,,28739,PO Box 8851,Asheville,NC ,28814,Henderson,00268180BM,11/9/2018 16:21,Active
551,00268256CM-999,Sidetracked Taproom,Sidetracked Taproom LLC,Active,609 South Green Street Suite 100,Morganton,,28655,,,,,Burke,00268256BM,1/14/2019 11:41,Active
,00268256CM-999,Sidetracked Taproom,Sidetracked Taproom LLC,Active,609 South Green Street Suite 100,Morganton,,28655,,,,,Burke,00268256BW,1/14/2019 11:41,Active
,00268256CM-999,Sidetracked Taproom,Sidetracked Taproom LLC,Active,609 South Green Street Suite 100,Morganton,,28655,,,,,Burke,00268256DG,4/8/2019 15:30,Active
552,00268337CM-999,Barrel Culture Brewing and Blending,Pellicle Brewing Company LLC,Active,4913 South Alston Avenue,Durham,,27713,,,,,Durham,00268337BM,11/9/2018 13:46,Active
,00268337CM-999,Barrel Culture Brewing and Blending,Pellicle Brewing Company LLC,Active,4913 South Alston Avenue,Durham,,27713,,,,,Durham,00268337DG,11/9/2018 13:46,Active
,00268337CM-999,Barrel Culture Brewing and Blending,Pellicle Brewing Company LLC,Active,4913 South Alston Avenue,Durham,,27713,,,,,Durham,00268337BW,11/9/2018 13:46,Active
553,00268714CM-999,R and R Brewing,R and R Brewing LLC,Active,541 NW Center Street,Mount Olive,,28365,PO Box 94,Mount Olive,NC ,28365,Wayne,00268714BW,11/16/2018 10:07,Active
,00268714CM-999,R and R Brewing,R and R Brewing LLC,Active,541 NW Center Street,Mount Olive,,28365,PO Box 94,Mount Olive,NC ,28365,Wayne,00268714DG,11/16/2018 10:07,Active
,00268714CM-999,R and R Brewing,R and R Brewing LLC,Active,541 NW Center Street,Mount Olive,,28365,PO Box 94,Mount Olive,NC ,28365,Wayne,00268714BM,11/16/2018 10:07,Active
554,00268762CM-999,Tobacco Wood Brewing Company,Tobacco Wood Brewing Company LLC,Active,117 Wall Street,Oxford,,27565,,,,,Granville,00268762BM,11/25/2019 15:24,Active
,00268762CM-999,Tobacco Wood Brewing Company,Tobacco Wood Brewing Company LLC,Active,117 Wall Street,Oxford,,27565,,,,,Granville,00268762BW,11/25/2019 15:24,Active
,00268762CM-999,Tobacco Wood Brewing Company,Tobacco Wood Brewing Company LLC,Active,117 Wall Street,Oxford,,27565,,,,,Granville,00268762DG,11/25/2019 15:24,Active
555,00268766CM-999,Incendiary Brewing Company,B B C Investments LLC,Active,486 North Patterson Avenue Suite 105,Winston Salem,,27101,,,,,Forsyth,00268766BW,1/14/2019 10:09,Active
,00268766CM-999,Incendiary Brewing Company,B B C Investments LLC,Active,486 North Patterson Avenue Suite 105,Winston Salem,,27101,,,,,Forsyth,00268766DG,1/14/2019 10:09,Active
,00268766CM-999,Incendiary Brewing Company,B B C Investments LLC,Active,486 North Patterson Avenue Suite 105,Winston Salem,,27101,,,,,Forsyth,00268766BM,1/14/2019 10:09,Active
556,00269298CM-999,Flying Machine Brewing Company,S and S Brewing Company LLC,Active,3130 Randall Parkway,Wilmington,,28403,1921 Nun Street,Wilmington,NC ,28403,New Hanover,00269298DG,1/14/2019 10:03,Active
,00269298CM-999,Flying Machine Brewing Company,S and S Brewing Company LLC,Active,3130 Randall Parkway,Wilmington,,28403,1921 Nun Street,Wilmington,NC ,28403,New Hanover,00269298BM,1/14/2019 10:03,Active
,00269298CM-999,Flying Machine Brewing Company,S and S Brewing Company LLC,Active,3130 Randall Parkway,Wilmington,,28403,1921 Nun Street,Wilmington,NC ,28403,New Hanover,00269298BW,1/14/2019 10:03,Active
557,00269355CM-999,Town Brewing Company,Town Brewing Company LLC,Active,800 Grandin Road,Charlotte,,28208,525 North Tryon Street Suite 1400,Charlotte,NC ,28202,Mecklenburg,00269355BM,10/10/2019 9:55,Active
,00269355CM-999,Town Brewing Company,Town Brewing Company LLC,Active,800 Grandin Road,Charlotte,,28208,525 North Tryon Street Suite 1400,Charlotte,NC ,28202,Mecklenburg,00269355BW,10/10/2019 9:55,Active
,00269355CM-999,Town Brewing Company,Town Brewing Company LLC,Active,800 Grandin Road,Charlotte,,28208,525 North Tryon Street Suite 1400,Charlotte,NC ,28202,Mecklenburg,00269355DG,10/10/2019 9:55,Active
558,00269962CM-999,Billy Beer,Billy Beer Inc,Active,50 Capital Drive,Walstonburg,,27888,,,,,Greene,00269962BM,1/14/2019 9:48,Active
,00269962CM-999,Billy Beer,Billy Beer Inc,Active,50 Capital Drive,Walstonburg,,27888,,,,,Greene,00269962DG,7/15/2019 11:18,Active
